,Author,Book,Filename,Year
9540,James Hartness,Industrial Progress and Human Economics,b'11090.txt',1921
7502,Arthur Pinero,The 'Mind the Paint' Girl,b'21849-8.txt',1912
4684,Edward S. Ellis,Brave Tom,b'11978-8.txt',1894
7097,"Alexandre Dumas, Pere",The Marquise de Ganges,b'2758.txt',1910
103,,,b'shakespeare-titus-50.txt',1594
515,Samuel Richardson,Pamela (Vol. II.),b'12958-8.txt',1741
5761,Charles Johnston,"Ireland, Historic and Picturesque",b'12078-8.txt',1902
3024,Mark Twain (Samuel Clemens),"Following the Equator, Part 7",b'5814.txt',1876
341,Elkanah Settle et al.,Anti-Achitophel (1682),b'18517-8.txt',1682
1963,Alphonse de Lamartine,"History of the Girondists, Volume I",b'18094-8.txt',1856
10086,Gordon Randall Garrett,Cum Grano Salis,b'25234.txt',1972
215,Francois Rabelais,"Gargantua and Pantagruel, Book IV.",b'8169.txt',1653
6036,Winston Churchill,"Coniston, Book II.",b'3763.txt',1903
3457,Krishna-Dwaipayana Vyasa,Mahabharata of Krishna-Dwaipayana Vyasa Bk. 3 Pt. 1,b'11894.txt',1883
7352,Frank V. Webster,Dick the Bank Boy,b'18981.txt',1911
9956,Shoghi Effendi,High Endeavours: Messages to Alaska,b'19276-0.txt',1939
6488,Roy Rockwood,Through the Air to the North Pole,b'14665.txt',1906
5726,Unknown,The Life and Death of Cormac the Skald,b'265.txt',1901
9443,Warren Hilton,Initiative Psychic Energy,b'17334-8.txt',1920
9603,Sara Ware Bassett,Flood Tide,b'18902-8.txt',1921
1682,Various,"Notes & Queries, No. 22., Saturday, March 30, 1850",b'12198-8.txt',1850
8055,Sir Ernest Shackleton,South!,b'5199.txt',1914
6862,Frank Berkeley Smith,The Lady of Big Shanty,b'12989.txt',1909
9909,Shoghi Effendi,God Passes By,b'19275-0.txt',1929
9590,Peter B. Kyne,The Go-Getter,b'12257-8.txt',1921
358,,,b'5.txt',1690
5073,Marcus Dods,How to become like Christ,b'13460.txt',1897
3057,Mark Twain (Samuel Clemens),"A Connecticut Yankee in King Arthur's Court, Part 8.",b'7249.txt',1876
8173,Francis Hodgson Burnett,The Lost Prince,b'384-8.txt',1915
7825,Laura Lee Hope,The Outdoor Girls in a Winter Camp,b'19607.txt',1913
2346,Various,"Atlantic Monthly, Volume 12, No. 73, November, 1863",b'16028-8.txt',1863
6131,Francis Clement Philips and Augustus Harris,If Only etc.,b'15219-8.txt',1904
4300,Henry Drummond,The Greatest Thing In the World and Other Addresses,b'16739-8.txt',1891
9092,Izola Forrester,Kit of Greenacre Farm,b'15029-8.txt',1919
2537,Jules Verne,"Ticket No. ""9672""",b'13527-8.txt',1866
4211,Theo. Stephenson Browne,In the Riding-School; Chats With Esmeralda,b'10539.txt',1890
214,Francois Rabelais,"Gargantua and Pantagruel, Book III.",b'8168.txt',1653
2369,George MacDonald,A Hidden Life and Other Poems,b'10578-8.txt',1864
5392,T. Phelan,The Siege of Kimberley,b'13777-8.txt',1899
10107,Chretien DeTroyes,Four Arthurian Romances,b'831.txt',1987
4499,Various,"Punch, or the London Charivari, Vol. 102, April 23, 1892",b'14514-8.txt',1892
1978,Henry George Davis,The Memorials of the Hamlet of Knightsbridge,b'45695-0.txt',1856
4019,Philip H. Sheridan,"The Memoirs of General Philip H. Sheridan, Vol. I., Part 1",b'5854.txt',1888
5150,Alexander Whyte,Sir Thomas Browne and his 'Religio Medici',b'16359.txt',1898
8757,Various,"Punch, or The London Charivari, Vol. 153, November 7, 1917",b'11570-8.txt',1917
5916,Frances Browne Arthur,Two Little Travellers,b'25972.txt',1903
4,Dante Alighieri,The Divine Comedy of Dante:  Paradise,b'1007.txt',1480
6893,Henry Milner Rideout,Dragon's blood,b'10321-8.txt',1909
6610,Peter T. Harkness,Andy the Acrobat,b'10396.txt',1907
6312,Jack London,The Game,b'1160.txt',1905
2762,Ouida [Louise de la Ramee],Under Two Flags,b'3465-8.txt',1871
5122,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 50, October 21, 1897",b'16031-8.txt',1897
8382,E. Arnold Bennett,The Lion's Share,b'14487-8.txt',1916
5127,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 54, November 18, 1897",b'16177-8.txt',1897
9845,W. G. Aitchison Robertson,Aids to Forensic Medicine and Toxicology,b'19019-8.txt',1922
5670,Hall Caine,The Eternal City,b'19732-8.txt',1901
9736,H. A. Cody,The King's Arrow,b'16698-8.txt',1922
1489,George Brannon,Brannon's Picture of The Isle of Wight,b'16356-8.txt',1844
7399,Isabel C. Byrum,The value of a praying mother,b'12042.txt',1911
9348,Mary E. Hanshew,The Riddle of the Frozen Flame,b'17180-8.txt',1920
3744,Andrew Lang,The Mark Of Cain,b'21821-8.txt',1886
7065,W.W. Jacobs,The Third String,b'12212.txt',1909
8263,Rudyard Kipling,France At War,b'12454.txt',1915
3126,Alfred Guy Kingan L'Estrange,"History of English Humour, Vol. 1 (of 2)",b'18300-8.txt',1878
1915,W. Harrison Ainsworth,"The Star-Chamber, Volume 2",b'12397-8.txt',1854
8013,Margaret Bird Steinmetz,Leaves of Life,b'14849-8.txt',1914
778,Frederich Schiller,"Fiesco or, The Genoese Conspiracy",b'6783.txt',1798
4469,Oliver Optic,Fighting for the Right,b'18803-8.txt',1892
3224,Various,New England Salmon Hatcheries and Salmon Fisheries in the Late 19th Century,b'17171.txt',1879
2730,Charles Kingsley,At Last,b'10669.txt',1871
5349,J. S. LeFanu,Uncle Silas,b'14851-8.txt',1899
10064,John Stewart Williamson,The Cosmic Express,b'26066-8.txt',1961
4600,Mark Twain (Samuel Clemens),The Tragedy of Pudd'nhead Wilson,b'102.txt',1893
3353,George W. Cable,Madame Delphine,b'19703-8.txt',1881
8390,Elbert Hubbard,"Little Journeys to the Homes of the Great, Vol. 2 of 14",b'13778-8.txt',1916
3029,Mark Twain (Samuel Clemens),"Adventures of Huckleberry Finn, Part 3",b'7102.txt',1876
4223,Various,"Punch, Or The London Charivari, Vol. 99., August 23, 1890.",b'12392-8.txt',1890
5745,Alfred Russel Wallace,Is Mars Habitable?,b'10855-8.txt',1902
8134,Charles A. Eastman,Indian Child Life,b'25907-8.txt',1915
9367,R. Cohen,"Knights of Malta, 1523-1798",b'12034-8.txt',1920
5581,Various,In The Yule-Log Glow--Book 3,b'20586-8.txt',1900
3325,Unknown,The Surprising Adventures of Bampfylde Moore Carew,b'27210-0.txt',1880
6961,Robert Hugh Benson,The Necromancers,b'14275-8.txt',1909
1623,William Carleton,The Black Prophet: A Tale Of Irish Famine,b'16018.txt',1849
3102,James D. Richardson,Messages and Papers of Rutherford B. Hayes,b'13021-8.txt',1877
3654,Various,"Bay State Monthly, Volume I, No. 2, February, 1884",b'15924-8.txt',1884
6174,Louis Tracy,The Stowmarket Mystery,b'14853-8.txt',1904
8359,B. M. Bower,The Phantom Herd,b'12663-8.txt',1916
5470,Estelle M. Hurll,Michelangelo,b'17212-0.txt',1900
7638,Randall Parrish,Gordon Craig,b'17765-8.txt',1912
49,Lucius Apuleius,The Golden Asse,b'1666.txt',1566
1523,Frederick Marryat,The Mission,b'13276.txt',1845
7613,Mary E. Phillips,James Fenimore Cooper,b'13155-8.txt',1912
7933,Elias Avery Lowe and Edward Kennard Rand,A Sixth-Century Fragment of the Letters of Pliny the Younger,b'16706-0.txt',1914
7742,Emile Gaboriau,Caught In The Net,b'2451-8.txt',1913
1090,R.M. Ballantyne,Personal Reminiscences in Book Making,b'21755.txt',1825
1410,Various,"Punch, Or The London Charivari, Vol. 1, July 17, 1841",b'13639-8.txt',1841
5522,Julia Magruder,A Beautiful Alien,b'25989-8.txt',1900
3652,Various,"Bay State Monthly, Volume II. No. 4, January, 1885",b'14131-8.txt',1884
1945,Nathaniel Hawthorne,"The Marble Faun, Volume I.",b'2181.txt',1855
8560,Walter Raleigh,Romance,b'19367.txt',1916
8103,Winston Churchill,A Traveller in War-Time,b'5398.txt',1914
569,,,b'29.txt',1760
7038,W.W. Jacobs,The Well,b'12124.txt',1909
2589,William Henry Smyth,The Sailor's Word-Book,b'26000-0.txt',1867
8836,C. LeRoy Baldridge,"""I was there""",b'15937.txt',1918
9049,F. G. [Frederick George] Smith,The Last Reformation,b'13330-8.txt',1919
6818,Alexander Irvine,From the Bottom Up,b'17881-8.txt',1909
10096,Charlotte Perkins Stetson Gilman,Herland,b'32.txt',1979
4621,"Oliver Wendell Holmes, Sr.","The Poetical Works of Oliver Wendell Holmes, Vol. 10",b'7397.txt',1893
5219,Luella Agnes Owen,Cave Regions of the Ozarks and Black Hills,b'17354-8.txt',1898
8935,Randall Parrish,Wolves of the Sea,b'10210-8.txt',1918
8362,Bernard Glueck,Studies in Forensic Psychiatry,b'19168-0.txt',1916
3452,John Austin Stevens,Albert Gallatin,b'20873-8.txt',1883
1640,Herman Melville,White Jacket,b'10712.txt',1850
1280,Robert Seymour,"The Sketches of Seymour (Illustrated), Part 3.",b'5647.txt',1836
8814,William Wordsworth and Alfred Lord Tennyson,Selections from Wordsworth and Tennyson,b'14952-8.txt',1917
1117,Sir Walter Scott,"The Tapestried Chamber, and Death of the Laird's Jock",b'1668.txt',1828
7628,Norman Angell,Peace Theories and the Balkan War,b'11895-8.txt',1912
7356,G. H. Mair,English Literature: Modern,b'11327-8.txt',1911
9420,Various,"Punch, or the London Charivari, Vol. 159, September 8th, 1920",b'16877-8.txt',1920
7255,Myra Kelly,New Faces,b'15449-8.txt',1910
8883,Henry Bordeaux,Georges Guynemer,b'18117-8.txt',1918
8386,Edith Wharton,Bunner Sisters,b'311.txt',1916
5067,Joseph Conrad,"The Nigger Of The ""Narcissus""",b'17731.txt',1897
8031,Percival Christopher Wren,Snake and Sword,b'10667-8.txt',1914
6654,Zane Grey,The Last of the Plainsmen,b'2057.txt',1907
2306,Various,"Continental Monthly , Vol I, Issue I, January 1862",b'18977-8.txt',1862
2561,Anthony Trollope,Linda Tressel,b'26002-8.txt',1867
7700,Arthur Stringer,Never-Fail Blake,b'18671-8.txt',1913
8323,'Abdu'l-Baha,The Secret of Divine Civilization,b'19237.txt',1916
739,Robert Herrick,One Woman's Life,b'19656-8.txt',1792
7401,J. H. Fabre,Social Life in the Insect World,b'18350-8.txt',1911
75,Michel de Montaigne,"The Essays of Montaigne, Volume 9",b'3589.txt',1580
5393,Theodore Roosevelt,Rough Riders,b'13000.txt',1899
5879,Arthur M. Winfield,The Rover Boys on Land and Sea,b'16476.txt',1903
8521,Padraic Colum,Three Plays,b'11878.txt',1916
1755,Elizabeth Cleghorn Gaskell,The Moorland Cottage,b'11371-0.txt',1851
682,Madame Campan,"Memoirs Of The Court Of Marie Antoinette, Queen Of France, Complete",b'3891.txt',1785
6110,Clara Erskine Clement,"Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century A.D.",b'12045-8.txt',1904
2218,Various,"Atlantic Monthly, Vol. 5, No. 27, January, 1860",b'11173-8.txt',1860
582,Emanuel Swedenborg,Angelic Wisdom Concerning the Divine Love and the Divine Wisdom,b'16627.txt',1763
8960,Ulrich Bonnell Phillips,American Negro Slavery,b'11490-8.txt',1918
9592,R. Cadwallader Smith,Within the Deep,b'10617.txt',1921
3771,Henry M. Brooks,"The Olden Time Series, Vol. 6: Literary Curiosities",b'18696-8.txt',1886
873,Lewis Goldsmith,"Memoirs of the Court of St. Cloud, Volume 3",b'3894.txt',1805
3670,Anonymous,Baltimore Catechism No. 1 (of 4),b'14551.txt',1885
4348,Various,"Punch, Or The London Charivari, Vol. 100. March 14, 1891.",b'13186-8.txt',1891
2675,Alphonse Daudet,"Fromont and Risler, Complete",b'3980.txt',1870
6001,S.C. Hill,Three Frenchmen in Bengal,b'10946-8.txt',1903
7633,Peter Newell,The Rocket Book,b'17104.txt',1912
366,William Penn,A Brief Account of the Rise and Progress of the People Called Quakers,b'19377.txt',1694
1488,Frederick Engels,The Condition of the Working-Class in England in 1844,b'17306.txt',1844
5768,E. W. Hornung,The Shadow of the Rope,b'12590-8.txt',1902
9064,Gertrude Franklin Horn Atherton,The Avalanche,b'7863-8.txt',1919
438,Joshua Reynolds,Seven Discourses on Art,b'2176.txt',1723
5093,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 18, March 11, 1897",b'15386-8.txt',1897
8677,Jackson Gregory,Six Feet Four,b'15148-8.txt',1917
5980,Mary J. Holmes,Bessie's Fortune,b'15275-8.txt',1903
3871,William Dean Howells,"The Landlord at Lion's Head, Volume 2",b'3376.txt',1886
9707,Emile Coue,Self Mastery Through Conscious Autosuggestion,b'27203.txt',1922
7317,Carolyn Wells,Marjorie's Maytime,b'15072-8.txt',1911
6418,Edith Van Dyne,Aunt Jane's Nieces,b'10123.txt',1906
425,Duc de Saint-Simon,"The Memoirs of Louis XIV., Volume 3",b'3862.txt',1720
5241,Sara Jeannette Duncan,A Voyage of Consolation,b'15966-8.txt',1898
8415,Grace Wood,The Art of Interior Decoration,b'14298-8.txt',1916
3933,Mowbray Morris,Claverhouse,b'18254-8.txt',1887
6224,Walter J. de la Mare,Henry Brocken,b'15432-8.txt',1904
7561,Gilbert Parker,"The Right of Way, Complete",b'6249.txt',1912
3051,Mark Twain (Samuel Clemens),"A Connecticut Yankee in King Arthur's Court, Part 2.",b'7243.txt',1876
9141,Oliver Herford,This Giddy Globe,b'26053-0.txt',1919
6557,Emerson Hough,The Way of a Man,b'14362-8.txt',1907
2809,John Roby,"Traditions of Lancashire, Volume 2 (of 2)",b'25256-0.txt',1872
6199,Rex Beach,Pardners,b'13135.txt',1904
2241,John Miller,The Workingman's Paradise,b'16366-8.txt',1861
1109,Charles Sturt,"Two Expeditions into the Interior of Southern Australia, Complete",b'4330.txt',1828
9259,Clara Ingram Judson,Mary Jane's City Home,b'26517-8.txt',1920
2341,Various,"Atlantic Monthly, Vol. XI., February, 1863, No. LXIV.",b'12785-8.txt',1863
6454,Howard B. Grose,Aliens or Americans?,b'19198-8.txt',1906
6394,B. M. Bower,The Range Dwellers,b'14334-8.txt',1906
8779,Various,"Punch, or the London Charivari, Vol. 152, March 14, 1917",b'15012-8.txt',1917
6238,Andrew Lang,Adventures among Books,b'1994.txt',1905
8606,Clair W. Hayes,The Boy Allies At Verdun,b'13020-8.txt',1917
9735,Gerard Fowke,Archeological Investigations,b'18931-8.txt',1922
3910,H. G. Keene,St George's Cross,b'14216-8.txt',1887
5733,William Ernest Henley,Hawthorn and Lavender,b'21662.txt',1901
7889,Ada Leverson,Bird of Paradise,b'27323-8.txt',1914
5675,Henry Seton Merriman,The Velvet Glove,b'10342-8.txt',1901
9389,Talbot Mundy,Jimgrim and Allah's Peace,b'11357.txt',1920
1691,Various,"Notes & Queries, No. 40, Saturday, August 3, 1850",b'13389-8.txt',1850
2441,Anonymous,"The Dore Gallery of Bible Illustrations, Volume 5",b'8705.txt',1865
5714,R. J. Broadbent,A History of Pantomime,b'13469-8.txt',1901
5856,W.W. Jacobs,Lady of the Barge,b'12121.txt',1902
5672,Helen Hay,The Rose of Dawn,b'19005-8.txt',1901
8535,Rudyard Kipling,Sea Warfare,b'17689-8.txt',1916
4820,Lily Dougall,The Zeit-Geist,b'18054.txt',1895
1626,William Sleeman,"A Journey through the Kingdom of Oude, Volumes I & II",b'16997-8.txt',1849
524,Eliza Fowler Haywood,Life's Progress Through The Passions,b'15455-8.txt',1748
3234,William Hurrell Mallock,Is Life Worth Living?,b'17201-8.txt',1879
9070,Hal Standish,Fred Fearnot's New Ranch,b'21795.txt',1919
1662,Rufus Merrill,Book about Animals,b'10737.txt',1850
8807,Ward Muir,Observations of an Orderly,b'17655-8.txt',1917
9502,Frank Chouteau Brown,Letters and Lettering,b'20590-8.txt',1921
5568,Spenser Wilkinson,Lessons of the War,b'15110-8.txt',1900
10112,Baha'i International Community,Statement on Baha'u'llah,b'19290.txt',1992
9411,Various,"Punch, or the London Charivari, Vol. 159, July 14th, 1920",b'16592-8.txt',1920
870,Joseph Corry,Observations Upon The Windward Coast Of Africa,b'12539-8.txt',1805
6182,May Sinclair,The Divine Fire,b'13996-8.txt',1904
2311,Alexander Smith,Dreamthorp,b'18135-8.txt',1863
5991,Pierre Benoit,Atlantida,b'14301-8.txt',1903
6431,Frances Hodgson Burnett,The Shuttle,b'506.txt',1906
5487,Gilbert Parker,An Unpardonable Liar,b'15793.txt',1900
2349,Various,"Continental Monthly , Vol IV, Issue VI, December 1863",b'18946-8.txt',1863
7528,E. V. Lucas,A Wanderer in Florence,b'10769-8.txt',1912
4339,Various,"Scientific American Supplement, No. 799, April 25, 1891",b'11649-8.txt',1891
8753,Various,"Punch, or the London Charivari, Vol. 153, Nov. 28, 1917",b'11443-8.txt',1917
6226,William Ritchie Sorley,Recent Tendencies in Ethics,b'12492-8.txt',1904
8873,Gertrude Atherton,The White Morning,b'13496-8.txt',1918
6378,"Alexandre Dumas, Pere",Mary Stuart,b'2744.txt',1906
9759,J.W. Robertson Scott,The Foundations of Japan,b'14613-0.txt',1922
8971,Victor Appleton,Tom Swift and his War Tank,b'954.txt',1918
1627,A Pastor,The Pearl Box,b'11595.txt',1850
3299,Mark Twain (Samuel Clemens),"Roughing It, Part 1.",b'8582.txt',1880
2998,Dinah Maria Mulock Craik,The Laurel Bush,b'14708.txt',1876
9816,Robert C. Benchley,Love Conquers All,b'15851-8.txt',1922
1675,Various,No and Other Stories Compiled by Uncle Humphrey,b'11129.txt',1850
1085,R.M. Ballantyne,Six Months at the Cape,b'21704.txt',1825
1353,Honore de Balzac,The Thirteen,b'7416.txt',1839
4266,Aristotle,The Athenian Constitution,b'26095.txt',1891
7512,Caius Cornelius Tacitus,"Tacitus: The Histories, Volumes I and II",b'16927-8.txt',1912
8780,Various,"Punch, or the London Charivari, Vol. 152, April 18, 1917",b'15021-8.txt',1917
5945,Jack London,The Call of the Wild,b'215.txt',1903
5748,Amy Brooks,Randy and Her Friends,b'15111-8.txt',1902
5538,Mary Platt Parmele,A Short History of Russia,b'16930-8.txt',1900
6664,Arthur Elson,Woman's Work in Music,b'20571-8.txt',1908
4580,J. G. Patterson,A Zola Dictionary,b'5103.txt',1893
9927,Jacqueline M. Overton,The Life of Robert Louis Stevenson for Boys and Girls,b'15547-8.txt',1933
2316,Charles Dickens,Mrs. Lirriper's Lodgings,b'1416.txt',1863
4801,J. Sheridan Le Fanu,The Evil Guest,b'10377-8.txt',1895
3412,Louisa M. Alcott,Kitty's Class Day And Other Stories,b'10360-8.txt',1882
5496,Helen Bannerman,The Story of Little Black Mingo,b'11162.txt',1900
6611,R. Austin Freeman,The Red Thumb Mark,b'11128-8.txt',1907
4686,Ethel Brilliana Alec-Tweedie,A Girl's Ride in Iceland,b'26006-0.txt',1894
4869,A. Mildred Cable,The Fulfilment of a Dream of Pastor Hsi's,b'27243-8.txt',1896
909,Cecil Chisholm,Sir John French,b'17778-8.txt',1808
6408,Clara Louise Burnham,The Opened Shutters,b'25954-8.txt',1906
4764,Eugenie Foa,The Boy Life of Napoleon,b'9479-8.txt',1895
6897,Howard R. Garis,Larry Dexter's Great Search,b'16397-8.txt',1909
6336,Maurice Bloomfield,"Cerberus, The Dog of Hades",b'19119-8.txt',1905
760,Robert Kerr,"A General History and Collection of Voyages and Travels, Vol. VIII.",b'13366-8.txt',1795
883,Charles James Lever,Quotes and Images From The Confessions of Harry Lorrequer,b'7548.txt',1806
921,Washington Irving,"Knickerbocker's History of New York, Complete",b'13042-8.txt',1809
6801,Victoria Cross,Five Nights,b'13017-8.txt',1908
6800,Various,"McClure's Magazine, Vol. 31, No. 1, May 1908",b'17663-8.txt',1908
4747,Arthur Wing Pinero,The Notorious Mrs. Ebbsmith,b'15357.txt',1895
579,David Hume,"The History of England, Volume I",b'10574-8.txt',1762
3567,Various,"Scientific American Supplement, No. 620,  November 19,1887",b'16354-8.txt',1883
10006,Carey Rockwell,The Space Pioneers,b'18753-8.txt',1953
1684,Various,"Notes & Queries,No. 31., Saturday, June 1, 1850",b'12589-8.txt',1850
2011,Charles Reade,White Lies,b'2472.txt',1857
7615,Mary Hitchcock,The First Soprano,b'15467-8.txt',1912
2793,Gordon Home,Beautiful Britain--Cambridge,b'12857-8.txt',1872
5560,Rush Rhees,The Life of Jesus of Nazareth,b'13228-0.txt',1900
8107,,The War and Democracy,b'10668-8.txt',1914
9858,George O. Draper,"School, Church, and Home Games",b'16599-8.txt',1923
5260,William Allen White,The Court of Boyville,b'12377.txt',1898
5315,Frank R. Stockton,The Vizier of the Two-Horned Alexander,b'10368.txt',1899
408,Isaac Watts,Divine Songs,b'13439.txt',1716
2186,John Jay Smith,"American Historical and Literary Antiquities, Part 11.",b'7911.txt',1860
1683,Various,Notes and Queries 1850.04.06,b'12505-8.txt',1850
5769,Edmund Myer,The Renaissance of the Vocal Art,b'12856-8.txt',1902
7246,Margaret Penrose,Dorothy Dale's Queer Holidays,b'15653-8.txt',1910
5402,William Dean Howells,Their Silver Wedding Journey,b'4646.txt',1899
5791,H. Rider Haggard,Stella Fregelius,b'6051.txt',1902
7616,Mary Roberts Rinehart,Where There's A Will,b'330.txt',1912
